canonical_id	gcf_accession	gca_accession	pair_status	missing_partner_accession	original_representative_accession	original_representative_status	selected_accession	selected_source	selected_status	selection_reason	organism_name	tax_id	strain	assembly_level	genome_size_bp	gc_percent	number_of_contigs	contig_n50	genome_size_modified_z	gc_percent_modified_z	metadata_decision	pangenome_contiguity_class	synteny_class	sequence_qc_status	taxonomy_qc_status	flags
CANON_01076	GCF_032564235.1	GCA_032564235.1	paired		GCF_032564235.1	current	GCF_032564235.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	8455806	64.5	126	146431	0.0764	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01077		GCA_032564835.1	unpaired		GCA_032564835.1	current	GCA_032564835.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	6365717	64.5	2847	2472	-1.559772	1.349	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01078	GCF_032565015.1	GCA_032565015.1	paired		GCF_032565015.1	current	GCF_032565015.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	8365171	64.5	462	29041	0.005448	1.349	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01079		GCA_032565655.1	unpaired		GCA_032565655.1	current	GCA_032565655.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4994052	64	2660	1967	-2.633545	0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01080		GCA_032565875.1	unpaired		GCA_032565875.1	current	GCA_032565875.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	8540099	64.5	152	146431	0.142386	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01081	GCF_032566575.1	GCA_032566575.1	paired		GCF_032566575.1	current	GCF_032566575.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	8493093	64.5	143	146431	0.105589	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01082	GCF_032567255.1	GCA_032567255.1	paired		GCF_032567255.1	current	GCF_032567255.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	8096108	64.5	1585	7163	-0.205181	1.349	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01083		GCA_032568155.1	unpaired		GCA_032568155.1	current	GCA_032568155.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	6684312	64.5	1947	4280	-1.310368	1.349	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01084		GCA_032568475.1	unpaired		GCA_032568475.1	current	GCA_032568475.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	8494171	64.5	141	146845	0.106433	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01085	GCF_032568985.1	GCA_032568985.1	paired		GCF_032568985.1	current	GCF_032568985.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	8479121	64.5	139	140246	0.094651	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01086		GCA_032569235.1	unpaired		GCA_032569235.1	current	GCA_032569235.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	5892528	64.5	2840	2225	-1.930196	1.349	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01087		GCA_032570165.1	unpaired		GCA_032570165.1	current	GCA_032570165.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4070348	64.5	2368	1751	-3.356642	1.349	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01088	GCF_032570695.1	GCA_032570695.1	paired		GCF_032570695.1	current	GCF_032570695.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	8453934	64.5	282	54383	0.074934	1.349	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01089		GCA_032571055.1	unpaired		GCA_032571055.1	current	GCA_032571055.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	7641302	64.5	2153	4558	-0.561214	1.349	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01090	GCF_032654765.1	GCA_032654765.1	paired		GCF_032654765.1	current	GCF_032654765.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. 33ap4	3061630	33ap4	Scaffold	9365598	63.5	309	109374	0.788607	0.0	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01091	GCF_032917945.1	GCA_032917945.1	paired		GCF_032917945.1	current	GCF_032917945.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. sBnM-33	2831780	sBnM-33	Complete Genome	9184954	61.5	1	9184954	0.647194	-2.698	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01092	GCF_032917965.1	GCA_032917965.1	paired		GCF_032917965.1	current	GCF_032917965.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. BWC-3-1	3080012	BWC-3-1	Complete Genome	8767305	63	1	8767305	0.320249	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01093	GCF_032917985.1	GCA_032917985.1	paired		GCF_032917985.1	current	GCF_032917985.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. BWA-3-5	3080013	BWA-3-5	Complete Genome	8041125	62.5	2	7897608	-0.248223	-1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01094	GCF_032918005.1	GCA_032918005.1	paired		GCF_032918005.1	current	GCF_032918005.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. NDS-1	3080014	NDS-1	Complete Genome	7645890	64	1	7645890	-0.557622	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01095	GCF_032918025.1	GCA_032918025.1	paired		GCF_032918025.1	current	GCF_032918025.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. BEA-2-5	3080015	BEA-2-5	Complete Genome	8406336	64	1	8406336	0.037673	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01096	GCF_033795385.1	GCA_033795385.1	paired		GCF_033795385.1	current	GCF_033795385.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	8021925	64	45	238621	-0.263253	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01097	GCF_034562915.1	GCA_034562915.1	paired		GCF_034562915.1	current	GCF_034562915.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium ottawaense	931866	MIAE01942_C633	Complete Genome	8449398	64	1	8449398	0.071383	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01098		GCA_034669205.1	unpaired		GCA_034669205.1	current	GCA_034669205.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	2935194	63.5	556	5667	-4.245268	0.0	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01099		GCA_034669225.1	unpaired		GCA_034669225.1	current	GCA_034669225.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4464788	63.5	756	6728	-3.047865	0.0	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01100		GCA_034669245.1	unpaired		GCA_034669245.1	current	GCA_034669245.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	5582828	62.5	590	12673	-2.172637	-1.349	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01101		GCA_034669265.1	unpaired		GCA_034669265.1	current	GCA_034669265.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4813253	63	739	7601	-2.775078	-0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01102		GCA_034669285.1	unpaired		GCA_034669285.1	current	GCA_034669285.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3307291	63	557	6539	-3.953982	-0.6745	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01103		GCA_034669305.1	unpaired		GCA_034669305.1	current	GCA_034669305.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4472573	61	588	9419	-3.041771	-3.3725	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01104		GCA_034669345.1	unpaired		GCA_034669345.1	current	GCA_034669345.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	2875210	64.5	223	22903	-4.292225	1.349	manual_review	primary_contiguity_candidate	presence_absence_only	pending	pending	genome_size_outlier;synteny_fragmented
CANON_01105		GCA_034669365.1	unpaired		GCA_034669365.1	current	GCA_034669365.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3312913	63	181	29333	-3.949581	-0.6745	manual_review	primary_contiguity_candidate	presence_absence_only	pending	pending	genome_size_outlier;synteny_fragmented
CANON_01106		GCA_034669385.1	unpaired		GCA_034669385.1	current	GCA_034669385.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3788051	62	693	5958	-3.577631	-2.0235	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01107		GCA_034669405.1	unpaired		GCA_034669405.1	current	GCA_034669405.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	10886209	62	1866	6796	1.978978	-2.0235	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01108		GCA_034669425.1	unpaired		GCA_034669425.1	current	GCA_034669425.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	2297750	62	538	4320	-4.744275	-2.0235	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01109		GCA_034669445.1	unpaired		GCA_034669445.1	current	GCA_034669445.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4996750	62.5	816	6954	-2.631433	-1.349	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01110		GCA_034669465.1	unpaired		GCA_034669465.1	current	GCA_034669465.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4892775	63	722	8418	-2.712827	-0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01111	GCF_035091585.1	GCA_035091585.1	paired		GCF_035091585.1	current	GCF_035091585.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	CNPSo 38	Contig	10367856	63.5	4	9897409	1.573198	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01112	GCF_035210515.1	GCA_035210515.1	paired		GCF_035210515.1	current	GCF_035210515.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	CNPSo 17	Complete Genome	9609914	63.5	1	9609914	0.979863	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01113	GCF_035211335.1	GCA_035211335.1	paired		GCF_035211335.1	current	GCF_035211335.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	CNPSo 106	Complete Genome	9120098	64	1	9120098	0.596423	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01114	GCF_035211935.1	GCA_035211935.1	paired		GCF_035211935.1	current	GCF_035211935.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	CNPSo 23	Complete Genome	9586320	63.5	1	9586320	0.961393	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01115	GCF_035213235.1	GCA_035213235.1	paired		GCF_035213235.1	current	GCF_035213235.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	CNPSo 34	Complete Genome	10357443	63.5	3	9904072	1.565047	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01116	GCF_035213875.1	GCA_035213875.1	paired		GCF_035213875.1	current	GCF_035213875.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	CNPSo 104	Complete Genome	9140039	64	1	9140039	0.612034	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01117	GCF_035214775.1	GCA_035214775.1	paired		GCF_035214775.1	current	GCF_035214775.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	CNPSo 108	Complete Genome	9138003	64	1	9138003	0.61044	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01118	GCF_035215755.1	GCA_035215755.1	paired		GCF_035215755.1	current	GCF_035215755.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	CNPSo 107	Complete Genome	9138100	64	1	9138100	0.610516	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01119	GCF_035217035.1	GCA_035217035.1	paired		GCF_035217035.1	current	GCF_035217035.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	CNPSo 10	Complete Genome	9140459	64	1	9140459	0.612363	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01120	GCF_035218095.1	GCA_035218095.1	paired		GCF_035218095.1	current	GCF_035218095.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	CNPSo 105	Complete Genome	9140270	64	1	9140270	0.612215	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01121	GCF_035218935.1	GCA_035218935.1	paired		GCF_035218935.1	current	GCF_035218935.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	CNPSo 109	Complete Genome	9138085	64	1	9138085	0.610504	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01122	GCF_035219715.1	GCA_035219715.1	paired		GCF_035219715.1	current	GCF_035219715.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	CPAC 7	Complete Genome	9138870	64	1	9138870	0.611119	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01123	GCF_035227705.1	GCA_035227705.1	paired		GCF_035227705.1	current	GCF_035227705.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	CNPSo 24	Complete Genome	9584431	63.5	1	9584431	0.959915	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01124	GCF_035228805.1	GCA_035228805.1	paired		GCF_035228805.1	current	GCF_035228805.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	CNPSo 29	Complete Genome	10284125	63.5	3	9833862	1.507652	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01125	GCF_035229585.1	GCA_035229585.1	paired		GCF_035229585.1	current	GCF_035229585.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	CNPSo 31	Complete Genome	10280370	63.5	3	9819966	1.504712	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01126	GCF_035230525.1	GCA_035230525.1	paired		GCF_035230525.1	current	GCF_035230525.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	CNPSo 110	Complete Genome	9138906	64	1	9138906	0.611147	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01127	GCF_035237585.1	GCA_035237585.1	paired		GCF_035237585.1	current	GCF_035237585.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	CNPSo 22	Chromosome	10295485	63.5	3	9834985	1.516545	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01128		GCA_035258325.1	unpaired		GCA_035258325.1	current	GCA_035258325.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3067061	64	1190	2582	-4.14204	0.6745	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01129		GCA_035264965.1	unpaired		GCA_035264965.1	current	GCA_035264965.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4124227	61	1113	4194	-3.314465	-3.3725	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01130	GCF_035273305.1	GCA_035273305.1	paired		GCF_035273305.1	current	GCF_035273305.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	4519249	60	343	20524	-3.005232	-4.7215	manual_review	primary_contiguity_candidate	presence_absence_only	pending	pending	gc_percent_outlier;synteny_fragmented
CANON_01131		GCA_035277285.1	unpaired		GCA_035277285.1	current	GCA_035277285.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3714627	63.5	153	40854	-3.635109	0.0	manual_review	primary_contiguity_candidate	presence_absence_only	pending	pending	genome_size_outlier;synteny_fragmented
CANON_01132		GCA_035278345.1	unpaired		GCA_035278345.1	current	GCA_035278345.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4991648	64	713	9045	-2.635427	0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01133		GCA_035293585.1	unpaired		GCA_035293585.1	current	GCA_035293585.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	6688938	64.5	89	134961	-1.306747	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01134		GCA_035295025.1	unpaired		GCA_035295025.1	current	GCA_035295025.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3795185	60.5	393	13083	-3.572047	-4.047	manual_review	secondary_fragmented	presence_absence_only	pending	pending	gc_percent_outlier;genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01135		GCA_035308285.1	unpaired		GCA_035308285.1	current	GCA_035308285.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	5113184	62	271	30648	-2.540285	-2.0235	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01136	GCF_035309285.1	GCA_035309285.1	paired		GCF_035309285.1	current	GCF_035309285.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	6875659	63	179	71623	-1.160577	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_01137		GCA_035317645.1	unpaired		GCA_035317645.1	current	GCA_035317645.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3963648	62	1221	3246	-3.44017	-2.0235	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01138		GCA_035317665.1	unpaired		GCA_035317665.1	current	GCA_035317665.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	5322106	61.5	1819	2848	-2.376736	-2.698	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01139		GCA_035317685.1	unpaired		GCA_035317685.1	current	GCA_035317685.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4388900	62	1423	3047	-3.107272	-2.0235	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01140		GCA_035317745.1	unpaired		GCA_035317745.1	current	GCA_035317745.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3882153	62	1266	2988	-3.503966	-2.0235	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01141		GCA_035317835.1	unpaired		GCA_035317835.1	current	GCA_035317835.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	2907832	62.5	1008	2820	-4.266688	-1.349	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01142	GCF_035325405.1	GCA_035325405.1	paired		GCF_035325405.1	current	GCF_035325405.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Scaffold	6042145	64	253	41189	-1.813072	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01143		GCA_035482015.1	unpaired		GCA_035482015.1	current	GCA_035482015.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	2942806	62	609	5358	-4.239309	-2.0235	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01144		GCA_035483915.1	unpaired		GCA_035483915.1	current	GCA_035483915.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3862303	61.5	629	7504	-3.519505	-2.698	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01145	GCF_035484855.1	GCA_035484855.1	paired		GCF_035484855.1	current	GCF_035484855.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	6729402	63.5	293	36689	-1.275071	0.0	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01146		GCA_035487555.1	unpaired		GCA_035487555.1	current	GCA_035487555.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4586735	63.5	266	29886	-2.952402	0.0	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01147		GCA_035489795.1	unpaired		GCA_035489795.1	current	GCA_035489795.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4649824	61.5	1600	2807	-2.903015	-2.698	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01148		GCA_035490015.1	unpaired		GCA_035490015.1	current	GCA_035490015.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	5033865	62	1211	4421	-2.602378	-2.0235	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01149		GCA_035490095.1	unpaired		GCA_035490095.1	current	GCA_035490095.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	6640907	62	853	10199	-1.344347	-2.0235	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01150		GCA_035490115.1	unpaired		GCA_035490115.1	current	GCA_035490115.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	6917870	61.5	1829	3941	-1.127534	-2.698	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01151		GCA_035498775.1	unpaired		GCA_035498775.1	current	GCA_035498775.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	9009416	64	904	15312	0.509779	0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01152		GCA_035524175.1	unpaired		GCA_035524175.1	current	GCA_035524175.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	6638281	61	974	8244	-1.346403	-3.3725	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01153		GCA_035535695.1	unpaired		GCA_035535695.1	current	GCA_035535695.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	2990830	63.5	699	6568	-4.201715	0.0	manual_review	secondary_fragmented	presence_absence_only	pending	pending	genome_size_outlier;pangenome_fragmented;synteny_fragmented
CANON_01154		GCA_035538775.1	unpaired		GCA_035538775.1	current	GCA_035538775.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	7193562	62	1799	4601	-0.911715	-2.0235	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01155		GCA_035544035.1	unpaired		GCA_035544035.1	current	GCA_035544035.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	7766145	63	1309	7288	-0.463484	-0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01156		GCA_035547995.1	unpaired		GCA_035547995.1	current	GCA_035547995.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	5617334	62	212	43808	-2.145624	-2.0235	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01157		GCA_035555355.1	unpaired		GCA_035555355.1	current	GCA_035555355.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4044412	63.5	656	8640	-3.376946	0.0	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01158		GCA_035558295.1	unpaired		GCA_035558295.1	current	GCA_035558295.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3908989	62	1031	3884	-3.482958	-2.0235	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01159		GCA_035566795.1	unpaired		GCA_035566795.1	current	GCA_035566795.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	3892749	64	716	6224	-3.495671	0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01160	GCF_035566995.1	GCA_035566995.1	paired		GCF_035566995.1	current	GCF_035566995.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	8495143	64	410	39874	0.107194	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01161		GCA_035567775.1	unpaired		GCA_035567775.1	current	GCA_035567775.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	4249132	61.5	622	8518	-3.216686	-2.698	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_01162		GCA_035568535.1	unpaired		GCA_035568535.1	current	GCA_035568535.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp.	376		Contig	5348637	63.5	268	34620	-2.355967	0.0	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_01163	GCF_035570375.1	GCA_035570375.1	paired		GCF_035570375.1	current	GCF_035570375.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp.	376		Contig	6466489	61	278	46238	-1.480886	-3.3725	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
